multa_id,patente,fecha,hora,velocidad_registrada,velocidad_maxima,ubicacion,radar_id,estado_multa,exceso_velocidad_real,exceso_velocidad,mes_es
568,BHRP 770,2022-09-06,08:20,153.0,80,RUTA 9,R03,ERROR,73.0,69.0,Septiembre
569,FD 1475,2022-02-23,09:26,132.0,60,AV SIEMPRE VIVA,,APELADA,72.0,69.0,Febrero
571,FVIO UHP,1932-01-01,09:26,87.0,60,RUTA 9,R01,IMPAGA,27.0,24.0,Enero
574,GE 1466,1932-01-01,18:26,78.0,60,RUTA 9,R01,APELADA,18.0,15.0,Enero
576,B 81 JKY,2021-07-17,14:19,80.0,40,AV LIBERTADOR,R02,ERROR,40.0,38.0,Julio
578,HF 3461,1932-01-01,09:27,126.0,80,AV SIEMPRE VIVA,R02,APELADA,46.0,42.0,Enero
579,BX 55 DOG,2021-06-20,09:27,139.0,60,RUTA 9,,PAGADA,79.0,76.0,Junio
581,8B90638,2021-11-17,18:26,107.0,60,AV LIBERTADOR,R03,APELADA,47.0,44.0,Noviembre
582,INTIGR8,2020-06-14,14:20,95.0,60,AV SIEMPRE VIVA,R01,APELADA,35.0,32.0,Junio
583,DK 414 N,2020-07-04,08:21,76.0,60,AV SIEMPRE VIVA,R03,APELADA,16.0,13.0,Julio
587,HF 3461,2021-04-15,00:00,100.0,40,AV SIEMPRE VIVA,R01,PAGADA,60.0,58.0,Abril
589,J1S1,1932-01-01,09:27,145.0,80,RUTA 9,,PAGADA,65.0,61.0,Enero
593,B 81 JKY,2022-06-01,18:27,141.0,80,AV SIEMPRE VIVA,R02,PAGADA,61.0,57.0,Junio
600,WE FLYN,2021-01-16,14:20,153.0,80,AV LIBERTADOR,R03,IMPAGA,73.0,69.0,Enero
605,MX60 NZA,2020-11-18,14:20,105.0,60,AV LIBERTADOR,,PAGADA,45.0,42.0,Noviembre
608,FD 1475,2020-10-21,08:22,113.0,80,AV LIBERTADOR,R02,APELADA,33.0,29.0,Octubre
610,M20 CPR,2020-09-20,14:21,85.0,80,AV SIEMPRE VIVA,,ERROR,5.0,1.0,Septiembre
612,HAMSTUR,2024-01-26,09:28,109.0,60,AV SIEMPRE VIVA,,IMPAGA,49.0,46.0,Enero
613,T0Y DR,1932-01-01,08:22,111.0,80,AV LIBERTADOR,R03,APELADA,31.0,27.0,Enero
615,GOOGLE,1932-01-01,18:28,116.0,80,RUTA 9,R03,APELADA,36.0,32.0,Enero
616,HF 58 HXP,2022-10-22,14:21,76.0,60,AV SIEMPRE VIVA,R02,PAGADA,16.0,13.0,Octubre
622,VNK296 GP,2020-06-03,09:29,69.0,40,AV LIBERTADOR,,ERROR,29.0,27.0,Junio
624,41 RS TZ,1932-01-01,08:23,140.0,80,AV LIBERTADOR,R01,ERROR,60.0,56.0,Enero
625,VTII AHV,1932-01-01,09:29,97.0,80,AV LIBERTADOR,R01,APELADA,17.0,13.0,Enero
626,589222,1932-01-01,09:29,131.0,80,AV SIEMPRE VIVA,R02,PAGADA,51.0,47.0,Enero
627,M43 1ZW,1932-01-01,18:28,146.0,80,AV SIEMPRE VIVA,R02,ERROR,66.0,62.0,Enero
629,FVIO UHP,1932-01-01,00:00,88.0,40,AV SIEMPRE VIVA,R02,APELADA,48.0,46.0,Enero
636,BB 8986,1932-01-01,00:00,101.0,60,RUTA 9,R03,ERROR,41.0,38.0,Enero
637,FVIO UHP,2021-03-30,08:23,139.0,60,AV SIEMPRE VIVA,R03,IMPAGA,79.0,76.0,Marzo
639,M PX 9357,2022-11-28,14:21,134.0,60,RUTA 9,R02,IMPAGA,74.0,71.0,Noviembre
643,YLO8 WUE,2023-02-02,14:22,87.0,60,AV SIEMPRE VIVA,R02,PAGADA,27.0,24.0,Febrero
644,VNK296 GP,2022-09-18,18:29,116.0,40,RUTA 9,R03,ERROR,76.0,74.0,Septiembre
647,HK 06 YMX,2020-09-30,14:22,95.0,80,RUTA 9,R03,IMPAGA,15.0,11.0,Septiembre
648,TL03 GOG,2022-02-14,09:30,85.0,60,RUTA 9,R03,IMPAGA,25.0,22.0,Febrero
649,57 777 70,2023-12-25,09:30,104.0,60,RUTA 9,,IMPAGA,44.0,41.0,Diciembre
650,NTHG LFT,2020-06-14,00:00,86.0,80,AV LIBERTADOR,R03,PAGADA,6.0,2.0,Junio
651,6NCE831,2022-09-17,09:30,93.0,60,AV LIBERTADOR,,PAGADA,33.0,30.0,Septiembre
652,HAMSTUR,2022-06-10,14:22,75.0,40,AV SIEMPRE VIVA,R03,PAGADA,35.0,33.0,Junio
654,OUTSTDN,2023-09-12,18:30,53.0,40,RUTA 9,R03,ERROR,13.0,11.0,Septiembre
655,M PX 9357,2021-11-19,14:22,137.0,80,AV SIEMPRE VIVA,,PAGADA,57.0,53.0,Noviembre
662,41 RS TZ,2021-03-01,14:23,112.0,60,RUTA 9,,ERROR,52.0,49.0,Marzo
664,PIW 4215,2022-03-08,18:30,73.0,40,RUTA 9,R02,IMPAGA,33.0,31.0,Marzo
665,J1S1,2023-04-18,08:24,75.0,60,RUTA 9,R02,PAGADA,15.0,12.0,Abril
669,BX 55 DOG,1932-01-01,14:23,82.0,60,RUTA 9,R03,APELADA,22.0,19.0,Enero
670,NTHG LFT,2020-02-04,00:00,55.0,40,AV SIEMPRE VIVA,R01,APELADA,15.0,13.0,Febrero
671,T0Y DR,2022-03-09,09:31,52.0,40,RUTA 9,R03,PAGADA,12.0,10.0,Marzo
675,WE FLYN,2023-08-21,14:23,104.0,60,AV LIBERTADOR,R03,PAGADA,44.0,41.0,Agosto
677,990 XYK,2021-05-23,00:00,74.0,40,AV LIBERTADOR,R01,IMPAGA,34.0,32.0,Mayo
678,N HZ 1002,1932-01-01,14:24,120.0,40,AV LIBERTADOR,R02,ERROR,80.0,78.0,Enero
682,AI7 OVF,2021-04-24,14:24,67.0,40,AV LIBERTADOR,,ERROR,27.0,25.0,Abril
684,AI7 OVF,1932-01-01,18:31,113.0,60,AV LIBERTADOR,R03,APELADA,53.0,50.0,Enero
686,VY 90 540,2023-01-31,00:00,131.0,80,AV LIBERTADOR,,IMPAGA,51.0,47.0,Enero
689,BHRP 770,1932-01-01,18:31,114.0,80,AV SIEMPRE VIVA,,IMPAGA,34.0,30.0,Enero
690,VY 90 540,2020-07-18,18:32,119.0,80,AV LIBERTADOR,,APELADA,39.0,35.0,Julio
698,409,1932-01-01,08:24,149.0,80,AV LIBERTADOR,,IMPAGA,69.0,65.0,Enero
699,DK 414 N,2022-05-28,09:33,133.0,60,RUTA 9,R02,APELADA,73.0,70.0,Mayo
700,PIW 4215,2022-08-22,09:33,96.0,80,AV SIEMPRE VIVA,R03,PAGADA,16.0,12.0,Agosto
703,M20 CPR,2022-04-11,18:32,64.0,40,AV LIBERTADOR,,ERROR,24.0,22.0,Abril
709,NTHG LFT,2020-05-26,08:24,101.0,40,RUTA 9,R03,ERROR,61.0,59.0,Mayo
712,HF 3461,1932-01-01,18:32,119.0,40,AV SIEMPRE VIVA,R03,ERROR,79.0,77.0,Enero
713,BHRP 770,2020-12-12,00:00,119.0,80,AV LIBERTADOR,R01,APELADA,39.0,35.0,Diciembre
714,99 998 68,2021-01-25,09:34,149.0,80,AV SIEMPRE VIVA,R01,PAGADA,69.0,65.0,Enero
718,831 MDB,2020-11-22,08:25,135.0,60,AV LIBERTADOR,R02,APELADA,75.0,72.0,Noviembre
720,RFH 373,2023-08-21,08:25,116.0,80,AV LIBERTADOR,R03,APELADA,36.0,32.0,Agosto
721,WE FLYN,2023-03-23,09:34,89.0,80,RUTA 9,R03,ERROR,9.0,5.0,Marzo
725,X IIUME,2020-04-04,14:25,97.0,80,AV SIEMPRE VIVA,,APELADA,17.0,13.0,Abril
727,HF 58 HXP,1932-01-01,08:26,69.0,60,AV LIBERTADOR,R01,IMPAGA,9.0,6.0,Enero
728,AWS 167,2020-05-22,14:25,137.0,80,AV LIBERTADOR,R03,ERROR,57.0,53.0,Mayo
731,M PX 9357,2023-05-23,18:33,107.0,40,AV LIBERTADOR,,ERROR,67.0,65.0,Mayo
732,CT5 B876,2021-11-01,14:25,88.0,80,AV SIEMPRE VIVA,R01,IMPAGA,8.0,4.0,Noviembre
733,29 999 61,2020-06-05,00:00,127.0,60,RUTA 9,R01,APELADA,67.0,64.0,Junio
734,FVIO UHP,2020-12-03,08:26,111.0,80,AV SIEMPRE VIVA,R03,PAGADA,31.0,27.0,Diciembre
737,AWS 167,2021-01-28,14:25,118.0,60,AV SIEMPRE VIVA,R01,APELADA,58.0,55.0,Enero
741,HF 3461,1932-01-01,14:26,130.0,80,RUTA 9,,IMPAGA,50.0,46.0,Enero
743,810 TCH,2023-04-10,09:35,134.0,60,RUTA 9,,IMPAGA,74.0,71.0,Abril
745,GOOGLE,2021-11-15,14:26,112.0,80,AV SIEMPRE VIVA,R02,ERROR,32.0,28.0,Noviembre
751,AWS 167,2021-09-12,14:26,113.0,40,AV LIBERTADOR,,ERROR,73.0,71.0,Septiembre
752,T0Y DR,2022-04-08,18:34,126.0,60,AV SIEMPRE VIVA,R02,IMPAGA,66.0,63.0,Abril
755,FD 1475,2020-04-08,00:00,85.0,40,AV LIBERTADOR,R03,ERROR,45.0,43.0,Abril
758,81ZFJD,1932-01-01,18:34,158.0,80,RUTA 9,,IMPAGA,78.0,74.0,Enero
759,VTII AHV,2023-06-04,08:27,118.0,60,AV LIBERTADOR,R02,APELADA,58.0,55.0,Junio
763,GCP332,2023-10-15,18:35,111.0,80,RUTA 9,,IMPAGA,31.0,27.0,Octubre
764,AWS 167,2022-02-14,00:00,67.0,40,RUTA 9,,IMPAGA,27.0,25.0,Febrero
765,BB 8986,2021-11-25,08:28,97.0,40,AV SIEMPRE VIVA,,IMPAGA,57.0,55.0,Noviembre
768,YLO8 WUE,1932-01-01,00:00,87.0,60,RUTA 9,R03,ERROR,27.0,24.0,Enero
770,RFH 373,1932-01-01,09:36,104.0,40,AV LIBERTADOR,R02,APELADA,64.0,62.0,Enero
773,DI2 LOT,2020-07-17,08:28,115.0,40,AV LIBERTADOR,R03,APELADA,75.0,73.0,Julio
776,J1S1,2022-04-21,18:36,89.0,40,RUTA 9,R01,IMPAGA,49.0,47.0,Abril
779,OUTSTDN,2023-09-07,00:00,104.0,60,RUTA 9,R03,PAGADA,44.0,41.0,Septiembre
780,GLEN1E,2023-09-01,18:36,71.0,60,AV SIEMPRE VIVA,R02,ERROR,11.0,8.0,Septiembre
783,HF 58 HXP,1932-01-01,08:29,90.0,60,AV SIEMPRE VIVA,R01,PAGADA,30.0,27.0,Enero
784,BB 8986,2022-01-28,18:36,82.0,60,RUTA 9,R02,IMPAGA,22.0,19.0,Enero
787,8B90638,1932-01-01,14:28,136.0,80,AV LIBERTADOR,R02,IMPAGA,56.0,52.0,Enero
788,99 998 68,1932-01-01,14:28,94.0,60,AV LIBERTADOR,R01,ERROR,34.0,31.0,Enero
789,990 XYK,2021-02-19,00:00,137.0,60,RUTA 9,,PAGADA,77.0,74.0,Febrero
792,589222,2021-09-25,18:37,153.0,80,AV SIEMPRE VIVA,R02,APELADA,73.0,69.0,Septiembre
793,CBM UK,2022-02-09,09:36,93.0,60,AV LIBERTADOR,R03,IMPAGA,33.0,30.0,Febrero
795,M VU 4688,2022-03-25,14:28,152.0,80,AV SIEMPRE VIVA,,APELADA,72.0,68.0,Marzo
806,81ZFJD,2020-11-02,14:29,94.0,80,AV SIEMPRE VIVA,,APELADA,14.0,10.0,Noviembre
807,W326 AVE,2023-08-15,08:30,82.0,60,RUTA 9,R02,APELADA,22.0,19.0,Agosto
808,X IIUME,2020-08-21,14:29,157.0,80,RUTA 9,R03,ERROR,77.0,73.0,Agosto
811,AWS 167,1932-01-01,08:30,71.0,40,AV LIBERTADOR,R03,IMPAGA,31.0,29.0,Enero
814,M43 1ZW,1932-01-01,00:00,132.0,60,AV LIBERTADOR,R01,APELADA,72.0,69.0,Enero
815,HAMSTUR,2020-02-21,14:29,78.0,60,AV SIEMPRE VIVA,R03,ERROR,18.0,15.0,Febrero
816,DK 414 N,2020-08-22,09:37,117.0,80,AV LIBERTADOR,R03,IMPAGA,37.0,33.0,Agosto
818,GE 1466,2021-04-06,08:31,116.0,80,AV LIBERTADOR,,PAGADA,36.0,32.0,Abril
819,6EVY261,2024-01-07,09:37,135.0,80,AV LIBERTADOR,R01,IMPAGA,55.0,51.0,Enero
821,BM 351,2020-07-04,00:00,116.0,80,RUTA 9,R01,IMPAGA,36.0,32.0,Julio
823,66 111 72,2022-02-01,08:31,136.0,80,AV LIBERTADOR,R03,ERROR,56.0,52.0,Febrero
824,J1S1,2021-09-29,09:38,108.0,40,AV SIEMPRE VIVA,,ERROR,68.0,66.0,Septiembre
827,HF 58 HXP,1932-01-01,18:38,153.0,80,RUTA 9,R03,IMPAGA,73.0,69.0,Enero
830,M20 CPR,2022-04-26,18:38,122.0,80,RUTA 9,,APELADA,42.0,38.0,Abril
834,99 998 68,1932-01-01,00:00,96.0,80,AV SIEMPRE VIVA,R03,ERROR,16.0,12.0,Enero
837,BM 351,2022-12-05,08:32,104.0,80,AV SIEMPRE VIVA,,IMPAGA,24.0,20.0,Diciembre
841,M43 1ZW,2020-08-28,00:00,114.0,60,AV SIEMPRE VIVA,R03,ERROR,54.0,51.0,Agosto
842,AI7 OVF,2020-11-19,14:30,54.0,40,AV LIBERTADOR,R03,PAGADA,14.0,12.0,Noviembre
843,CD 056 01,1932-01-01,14:30,151.0,80,AV SIEMPRE VIVA,R01,PAGADA,71.0,67.0,Enero
847,UM 96 201,2021-06-18,18:38,135.0,60,AV SIEMPRE VIVA,R02,APELADA,75.0,72.0,Junio
850,6EVY261,2020-06-11,09:39,98.0,80,AV LIBERTADOR,R01,IMPAGA,18.0,14.0,Junio
851,6EVY261,2023-10-16,09:39,117.0,40,AV LIBERTADOR,R02,IMPAGA,77.0,75.0,Octubre
853,PIW 4215,2023-07-29,00:00,99.0,60,AV LIBERTADOR,R02,IMPAGA,39.0,36.0,Julio
855,NTHG LFT,2022-09-16,09:40,108.0,40,AV LIBERTADOR,R01,APELADA,68.0,66.0,Septiembre
856,CBM UK,1932-01-01,09:40,101.0,60,RUTA 9,R01,ERROR,41.0,38.0,Enero
865,WU08 YWC,1932-01-01,00:00,62.0,40,AV SIEMPRE VIVA,R01,ERROR,22.0,20.0,Enero
866,GLEN1E,2020-12-01,00:00,85.0,60,AV LIBERTADOR,,ERROR,25.0,22.0,Diciembre
872,990 XYK,2024-01-08,14:31,80.0,40,RUTA 9,R01,PAGADA,40.0,38.0,Enero
873,INTIGR8,2020-05-18,14:32,113.0,60,AV LIBERTADOR,R02,PAGADA,53.0,50.0,Mayo
882,BB 8986,2022-07-16,14:32,124.0,80,AV LIBERTADOR,R01,APELADA,44.0,40.0,Julio
883,589222,2023-04-23,14:32,111.0,80,AV LIBERTADOR,,IMPAGA,31.0,27.0,Abril
884,6NCE831,2022-07-02,09:41,69.0,60,AV LIBERTADOR,R01,APELADA,9.0,6.0,Julio
887,CT5 B876,1932-01-01,00:00,83.0,40,RUTA 9,R02,ERROR,43.0,41.0,Enero
888,99 998 68,2023-04-07,09:41,53.0,40,AV LIBERTADOR,R01,IMPAGA,13.0,11.0,Abril
890,BP717,2022-08-23,08:33,133.0,60,AV LIBERTADOR,R03,APELADA,73.0,70.0,Agosto
893,VTII AHV,2021-08-17,00:00,83.0,40,RUTA 9,R03,IMPAGA,43.0,41.0,Agosto
897,M VU 4688,2023-09-01,08:33,90.0,60,AV LIBERTADOR,R03,IMPAGA,30.0,27.0,Septiembre
900,BM 351,2020-09-04,08:34,85.0,40,AV SIEMPRE VIVA,R01,PAGADA,45.0,43.0,Septiembre
902,HF 3461,2020-02-24,14:33,123.0,60,AV LIBERTADOR,,PAGADA,63.0,60.0,Febrero
904,VTII AHV,1932-01-01,00:00,85.0,60,AV SIEMPRE VIVA,R02,PAGADA,25.0,22.0,Enero
906,41 RS TZ,1932-01-01,09:41,57.0,40,AV LIBERTADOR,R01,APELADA,17.0,15.0,Enero
907,WU 341 A,1932-01-01,14:33,74.0,60,RUTA 9,,PAGADA,14.0,11.0,Enero
909,691 XC 80,2022-09-12,08:34,117.0,80,AV LIBERTADOR,R02,IMPAGA,37.0,33.0,Septiembre
914,UM 96 201,2021-05-06,18:41,96.0,80,AV LIBERTADOR,R01,APELADA,16.0,12.0,Mayo
915,J1S1,2022-05-29,08:34,105.0,60,RUTA 9,R03,IMPAGA,45.0,42.0,Mayo
920,DK 414 N,1932-01-01,09:42,142.0,80,AV LIBERTADOR,R02,APELADA,62.0,58.0,Enero
923,8B90638,2022-07-30,08:35,111.0,80,RUTA 9,R03,PAGADA,31.0,27.0,Julio
930,0695 DVH,2022-12-14,00:00,116.0,80,AV SIEMPRE VIVA,R02,ERROR,36.0,32.0,Diciembre
932,DK 414 N,2023-08-04,08:35,67.0,60,AV SIEMPRE VIVA,R01,ERROR,7.0,4.0,Agosto
935,99 998 68,1932-01-01,14:34,87.0,80,AV SIEMPRE VIVA,R03,IMPAGA,7.0,3.0,Enero
936,41 RS TZ,1932-01-01,09:42,74.0,60,RUTA 9,R01,APELADA,14.0,11.0,Enero
938,41 RS TZ,2022-07-21,08:36,148.0,80,RUTA 9,R03,ERROR,68.0,64.0,Julio
939,691 XC 80,2021-07-12,14:34,49.0,40,AV LIBERTADOR,,IMPAGA,9.0,7.0,Julio
942,VTII AHV,2020-01-25,08:36,73.0,60,AV SIEMPRE VIVA,,PAGADA,13.0,10.0,Enero
943,99 998 68,2022-09-07,14:34,102.0,80,AV SIEMPRE VIVA,,APELADA,22.0,18.0,Septiembre
945,BHRP 770,2021-03-11,00:00,95.0,60,AV LIBERTADOR,,APELADA,35.0,32.0,Marzo
946,29 999 61,2022-08-30,00:00,97.0,80,AV SIEMPRE VIVA,R02,PAGADA,17.0,13.0,Agosto
948,HAMSTUR,2021-03-18,08:36,88.0,60,AV LIBERTADOR,,PAGADA,28.0,25.0,Marzo
949,N HZ 1002,2020-03-15,08:36,127.0,60,AV SIEMPRE VIVA,R01,APELADA,67.0,64.0,Marzo
954,VTII AHV,1932-01-01,00:00,91.0,60,RUTA 9,R01,IMPAGA,31.0,28.0,Enero
961,OUTSTDN,2021-10-10,18:43,74.0,60,AV SIEMPRE VIVA,,PAGADA,14.0,11.0,Octubre
966,M20 CPR,2023-06-22,00:00,87.0,80,AV LIBERTADOR,R03,IMPAGA,7.0,3.0,Junio
967,INTIGR8,2021-11-06,08:38,81.0,60,AV LIBERTADOR,R03,IMPAGA,21.0,18.0,Noviembre
968,CD 056 01,1932-01-01,18:43,66.0,60,AV SIEMPRE VIVA,R01,APELADA,6.0,3.0,Enero
971,FVIO UHP,1932-01-01,09:44,119.0,60,RUTA 9,R01,ERROR,59.0,56.0,Enero
973,HK 06 YMX,1932-01-01,09:44,121.0,60,AV LIBERTADOR,R02,PAGADA,61.0,58.0,Enero
975,M VU 4688,2023-08-25,18:43,132.0,60,AV LIBERTADOR,R03,ERROR,72.0,69.0,Agosto
976,99 998 68,2023-05-05,14:35,109.0,60,AV SIEMPRE VIVA,R01,PAGADA,49.0,46.0,Mayo
977,BB 8986,2022-03-14,09:44,81.0,60,RUTA 9,R02,PAGADA,21.0,18.0,Marzo
979,X IIUME,2023-06-18,14:36,68.0,60,AV SIEMPRE VIVA,R03,APELADA,8.0,5.0,Junio
982,BM 351,2020-11-04,14:36,81.0,40,AV LIBERTADOR,R03,ERROR,41.0,39.0,Noviembre
983,YLO8 WUE,2023-10-07,18:44,59.0,40,AV SIEMPRE VIVA,R01,APELADA,19.0,17.0,Octubre
988,6NCE831,1932-01-01,00:00,111.0,60,AV LIBERTADOR,R03,APELADA,51.0,48.0,Enero
992,TL03 GOG,2020-01-14,08:39,128.0,60,AV LIBERTADOR,R01,IMPAGA,68.0,65.0,Enero
995,VY 90 540,2021-03-27,14:36,89.0,60,AV LIBERTADOR,R03,IMPAGA,29.0,26.0,Marzo
996,0695 DVH,1932-01-01,08:39,59.0,40,AV SIEMPRE VIVA,R03,IMPAGA,19.0,17.0,Enero
997,GLEN1E,1932-01-01,00:00,83.0,40,AV LIBERTADOR,R02,PAGADA,43.0,41.0,Enero
1000,691 XC 80,2020-11-13,00:00,121.0,60,AV LIBERTADOR,R02,APELADA,61.0,58.0,Noviembre
1002,N HZ 1002,1932-01-01,18:44,71.0,40,RUTA 9,R03,IMPAGA,31.0,29.0,Enero
1007,T0Y DR,2022-12-03,09:45,89.0,60,AV LIBERTADOR,R03,IMPAGA,29.0,26.0,Diciembre
1009,HF 3461,2023-02-15,18:45,132.0,80,AV SIEMPRE VIVA,R03,APELADA,52.0,48.0,Febrero
1010,OUTSTDN,1932-01-01,08:40,92.0,40,RUTA 9,R02,ERROR,52.0,50.0,Enero
1012,HF 3461,2020-06-03,00:00,74.0,40,RUTA 9,,ERROR,34.0,32.0,Junio
1013,8B90638,2020-11-15,00:00,55.0,40,RUTA 9,R01,PAGADA,15.0,13.0,Noviembre
1014,WU08 YWC,2020-08-29,08:40,126.0,80,RUTA 9,R01,ERROR,46.0,42.0,Agosto
1016,BP717,1932-01-01,18:45,82.0,60,AV SIEMPRE VIVA,R03,APELADA,22.0,19.0,Enero
1018,3646 HBH,2022-08-08,18:45,126.0,60,AV SIEMPRE VIVA,R03,ERROR,66.0,63.0,Agosto
1019,HAMSTUR,2020-11-27,18:45,71.0,60,AV LIBERTADOR,R03,IMPAGA,11.0,8.0,Noviembre
1021,T0Y DR,2023-03-14,18:46,79.0,40,AV SIEMPRE VIVA,,APELADA,39.0,37.0,Marzo
1022,831 MDB,2021-10-03,09:46,153.0,80,AV LIBERTADOR,R01,IMPAGA,73.0,69.0,Octubre
1026,81ZFJD,2021-02-08,08:40,119.0,40,RUTA 9,R03,APELADA,79.0,77.0,Febrero
1027,HF 3461,1932-01-01,08:40,117.0,60,AV SIEMPRE VIVA,,APELADA,57.0,54.0,Enero
1032,M VU 4688,2020-01-22,09:46,138.0,60,RUTA 9,R03,IMPAGA,78.0,75.0,Enero
1033,DI2 LOT,2022-05-15,08:41,114.0,40,AV SIEMPRE VIVA,,APELADA,74.0,72.0,Mayo
1035,VY 90 540,2023-09-24,08:41,118.0,40,AV LIBERTADOR,R02,PAGADA,78.0,76.0,Septiembre
1037,HF 58 HXP,2021-03-22,00:00,91.0,80,RUTA 9,R01,IMPAGA,11.0,7.0,Marzo
1043,M20 CPR,1932-01-01,00:00,140.0,60,AV LIBERTADOR,R03,APELADA,80.0,77.0,Enero
1046,99 998 68,1932-01-01,14:38,101.0,60,RUTA 9,R02,APELADA,41.0,38.0,Enero
1048,41 RS TZ,1932-01-01,14:38,118.0,60,AV SIEMPRE VIVA,R01,PAGADA,58.0,55.0,Enero
1049,GOOGLE,1932-01-01,09:47,86.0,40,AV SIEMPRE VIVA,R01,ERROR,46.0,44.0,Enero
1050,GOOGLE,2023-04-07,00:00,69.0,60,AV LIBERTADOR,,APELADA,9.0,6.0,Abril
1053,691 XC 80,1932-01-01,08:41,129.0,60,AV LIBERTADOR,R03,ERROR,69.0,66.0,Enero
1058,BM 351,2023-10-20,09:47,135.0,80,AV LIBERTADOR,,IMPAGA,55.0,51.0,Octubre
1062,UM 96 201,2023-08-10,18:47,93.0,60,AV LIBERTADOR,R03,PAGADA,33.0,30.0,Agosto
1063,409,2024-01-02,14:39,126.0,80,RUTA 9,R01,IMPAGA,46.0,42.0,Enero
1064,RFH 373,2021-07-09,18:47,117.0,80,AV LIBERTADOR,R01,ERROR,37.0,33.0,Julio
1065,HF 3461,1932-01-01,08:42,120.0,80,AV SIEMPRE VIVA,,PAGADA,40.0,36.0,Enero
1068,GOOGLE,2023-05-04,14:39,45.0,40,AV SIEMPRE VIVA,,PAGADA,5.0,3.0,Mayo
1069,GLEN1E,1932-01-01,08:42,61.0,40,AV LIBERTADOR,,PAGADA,21.0,19.0,Enero
1074,T0Y DR,2023-10-10,09:48,157.0,80,AV SIEMPRE VIVA,R02,IMPAGA,77.0,73.0,Octubre
1077,DK 414 N,1932-01-01,08:42,119.0,80,RUTA 9,R02,ERROR,39.0,35.0,Enero
1079,UW3932,2022-11-27,18:48,141.0,80,AV LIBERTADOR,R01,IMPAGA,61.0,57.0,Noviembre
1080,WE FLYN,1932-01-01,14:39,148.0,80,RUTA 9,R01,APELADA,68.0,64.0,Enero
1081,YLO8 WUE,2022-08-07,14:40,97.0,40,RUTA 9,,PAGADA,57.0,55.0,Agosto
1082,AWS 167,2023-03-17,09:48,131.0,60,AV SIEMPRE VIVA,R03,ERROR,71.0,68.0,Marzo
1085,81ZFJD,2023-06-08,18:48,123.0,80,AV LIBERTADOR,R01,IMPAGA,43.0,39.0,Junio
1087,GN64 OTP,2023-05-19,09:48,101.0,40,AV LIBERTADOR,,IMPAGA,61.0,59.0,Mayo
1088,990 XYK,2024-01-21,18:48,85.0,80,AV SIEMPRE VIVA,R01,ERROR,5.0,1.0,Enero
1089,UW3932,2021-03-02,08:43,153.0,80,AV LIBERTADOR,R01,IMPAGA,73.0,69.0,Marzo
1090,66 111 72,2024-02-06,00:00,136.0,80,AV SIEMPRE VIVA,R03,PAGADA,56.0,52.0,Febrero
1091,FVIO UHP,2022-05-08,14:40,142.0,80,AV LIBERTADOR,R01,APELADA,62.0,58.0,Mayo
1094,TL03 GOG,2022-07-01,14:40,113.0,60,RUTA 9,R01,PAGADA,53.0,50.0,Julio
1095,GE 1466,2021-02-15,14:41,86.0,40,RUTA 9,R03,PAGADA,46.0,44.0,Febrero
1097,M43 1ZW,1932-01-01,00:00,69.0,60,AV LIBERTADOR,R02,PAGADA,9.0,6.0,Enero
1101,6EVY261,2022-03-09,18:49,47.0,40,AV SIEMPRE VIVA,R01,APELADA,7.0,5.0,Marzo
1102,FD 1475,2023-06-12,09:49,140.0,80,RUTA 9,R02,ERROR,60.0,56.0,Junio
1105,W326 AVE,2023-08-20,14:41,96.0,40,AV LIBERTADOR,,ERROR,56.0,54.0,Agosto
1108,GN64 OTP,1932-01-01,18:49,85.0,60,RUTA 9,R03,ERROR,25.0,22.0,Enero
1109,T0Y DR,2023-04-11,14:41,90.0,80,AV LIBERTADOR,,ERROR,10.0,6.0,Abril
1113,INTIGR8,2022-07-15,00:00,95.0,40,AV SIEMPRE VIVA,R02,PAGADA,55.0,53.0,Julio
1115,6EVY261,1932-01-01,00:00,121.0,80,AV LIBERTADOR,,ERROR,41.0,37.0,Enero
1117,BHRP 770,2020-01-14,09:49,158.0,80,RUTA 9,,APELADA,78.0,74.0,Enero
1120,T0Y DR,2020-09-28,18:50,68.0,40,AV LIBERTADOR,R03,IMPAGA,28.0,26.0,Septiembre
1125,3646 HBH,2021-08-03,08:44,142.0,80,AV LIBERTADOR,,ERROR,62.0,58.0,Agosto
1126,DK 414 N,2022-05-22,08:44,88.0,40,RUTA 9,R03,ERROR,48.0,46.0,Mayo
1127,29 999 61,2023-11-10,00:00,88.0,60,AV LIBERTADOR,R02,APELADA,28.0,25.0,Noviembre
1128,INTIGR8,2023-05-25,00:00,114.0,60,AV SIEMPRE VIVA,R02,APELADA,54.0,51.0,Mayo
1129,X IIUME,1932-01-01,14:42,158.0,80,AV SIEMPRE VIVA,R03,IMPAGA,78.0,74.0,Enero
1137,AWS 167,1932-01-01,18:50,56.0,40,RUTA 9,R01,ERROR,16.0,14.0,Enero
1139,GLEN1E,1932-01-01,14:42,75.0,40,AV SIEMPRE VIVA,R02,PAGADA,35.0,33.0,Enero
1140,990 XYK,2021-06-10,18:50,103.0,40,AV SIEMPRE VIVA,,PAGADA,63.0,61.0,Junio
1141,J1S1,1932-01-01,00:00,91.0,40,AV SIEMPRE VIVA,R03,APELADA,51.0,49.0,Enero
1145,66 111 72,2022-11-05,00:00,150.0,80,AV LIBERTADOR,,ERROR,70.0,66.0,Noviembre
